Stock Price,Strike Price,Maturity,Dividends,Volatility,Risk-free,Call Price
28.0,17.0,0.8828880523233706,0.022400000000000003,0.3709,0.0088,10.7
28.0,20.0,0.8828880523233706,0.022400000000000003,0.3709,0.0088,7.81
28.0,22.0,0.8828880523233706,0.022400000000000003,0.3709,0.0088,6.17
28.0,25.0,0.8828880523233706,0.022400000000000003,0.3709,0.0088,4.61
28.0,27.0,0.8828880523233706,0.022400000000000003,0.3709,0.0088,3.5
28.0,30.0,0.8828880523233706,0.022400000000000003,0.3709,0.0088,2.35
28.0,35.0,0.8828880523233706,0.022400000000000003,0.3709,0.0088,1.15
28.0,40.0,0.8828880523233706,0.022400000000000003,0.3709,0.0088,0.55
28.0,10.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,18.3
28.0,13.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,15.4
28.0,15.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,13.2
28.0,17.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,11.6
28.0,20.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,8.6
28.0,22.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,9.07
28.0,25.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,6.4
28.0,27.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,4.91
28.0,30.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,4.23
28.0,35.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,2.55
28.0,40.0,1.8794657388394556,0.022400000000000003,0.3709,0.0088,1.7
167.41,100.0,0.0396300098866834,0.006,0.3558,0.0088,66.5
167.41,115.0,0.0396300098866834,0.006,0.3558,0.0088,47.8
167.41,120.0,0.0396300098866834,0.006,0.3558,0.0088,40.7
167.41,125.0,0.0396300098866834,0.006,0.3558,0.0088,42.04
167.41,130.0,0.0396300098866834,0.006,0.3558,0.0088,34.8
167.41,135.0,0.0396300098866834,0.006,0.3558,0.0088,20.94
167.41,140.0,0.0396300098866834,0.006,0.3558,0.0088,23.37
167.41,145.0,0.0396300098866834,0.006,0.3558,0.0088,23.81
167.41,150.0,0.0396300098866834,0.006,0.3558,0.0088,19.0
167.41,155.0,0.0396300098866834,0.006,0.3558,0.0088,13.05
167.41,160.0,0.0396300098866834,0.006,0.3558,0.0088,9.05
167.41,165.0,0.0396300098866834,0.006,0.3558,0.0088,6.0
167.41,170.0,0.0396300098866834,0.006,0.3558,0.0088,3.1
167.41,175.0,0.0396300098866834,0.006,0.3558,0.0088,1.88
167.41,180.0,0.0396300098866834,0.006,0.3558,0.0088,1.09
167.41,185.0,0.0396300098866834,0.006,0.3558,0.0088,0.35
167.41,190.0,0.0396300098866834,0.006,0.3558,0.0088,0.4
167.41,195.0,0.0396300098866834,0.006,0.3558,0.0088,0.17
167.41,200.0,0.0396300098866834,0.006,0.3558,0.0088,0.05
167.41,210.0,0.0396300098866834,0.006,0.3558,0.0088,4.3
167.41,220.0,0.0396300098866834,0.006,0.3558,0.0088,0.25
167.41,230.0,0.0396300098866834,0.006,0.3558,0.0088,1.55
167.41,240.0,0.0396300098866834,0.006,0.3558,0.0088,0.15
167.41,140.0,0.11628983192638223,0.006,0.3558,0.0088,29.45
167.41,145.0,0.11628983192638223,0.006,0.3558,0.0088,21.96
167.41,150.0,0.11628983192638223,0.006,0.3558,0.0088,15.35
167.41,155.0,0.11628983192638223,0.006,0.3558,0.0088,12.8
167.41,160.0,0.11628983192638223,0.006,0.3558,0.0088,9.78
167.41,165.0,0.11628983192638223,0.006,0.3558,0.0088,9.0
167.41,170.0,0.11628983192638223,0.006,0.3558,0.0088,6.5
167.41,175.0,0.11628983192638223,0.006,0.3558,0.0088,4.2
167.41,180.0,0.11628983192638223,0.006,0.3558,0.0088,2.03
167.41,190.0,0.11628983192638223,0.006,0.3558,0.0088,0.73
167.41,195.0,0.11628983192638223,0.006,0.3558,0.0088,0.45
167.41,200.0,0.11628983192638223,0.006,0.3558,0.0088,0.61
167.41,100.0,0.28877443151570464,0.006,0.3558,0.0088,68.0
167.41,120.0,0.28877443151570464,0.006,0.3558,0.0088,49.4
167.41,125.0,0.28877443151570464,0.006,0.3558,0.0088,36.8
167.41,130.0,0.28877443151570464,0.006,0.3558,0.0088,38.55
167.41,135.0,0.28877443151570464,0.006,0.3558,0.0088,34.2
167.41,140.0,0.28877443151570464,0.006,0.3558,0.0088,29.65
167.41,145.0,0.28877443151570464,0.006,0.3558,0.0088,25.0
167.41,150.0,0.28877443151570464,0.006,0.3558,0.0088,23.94
167.41,155.0,0.28877443151570464,0.006,0.3558,0.0088,21.0
167.41,160.0,0.28877443151570464,0.006,0.3558,0.0088,15.7
167.41,165.0,0.28877443151570464,0.006,0.3558,0.0088,13.5
167.41,170.0,0.28877443151570464,0.006,0.3558,0.0088,11.01
167.41,175.0,0.28877443151570464,0.006,0.3558,0.0088,7.85
167.41,180.0,0.28877443151570464,0.006,0.3558,0.0088,5.9
167.41,185.0,0.28877443151570464,0.006,0.3558,0.0088,5.44
167.41,190.0,0.28877443151570464,0.006,0.3558,0.0088,3.7
167.41,195.0,0.28877443151570464,0.006,0.3558,0.0088,3.4
167.41,200.0,0.28877443151570464,0.006,0.3558,0.0088,1.55
167.41,210.0,0.28877443151570464,0.006,0.3558,0.0088,1.52
167.41,220.0,0.28877443151570464,0.006,0.3558,0.0088,1.15
167.41,230.0,0.28877443151570464,0.006,0.3558,0.0088,1.2
167.41,100.0,0.5379188531447259,0.006,0.3558,0.0088,67.8
167.41,115.0,0.5379188531447259,0.006,0.3558,0.0088,50.5
167.41,135.0,0.5379188531447259,0.006,0.3558,0.0088,40.0
167.41,140.0,0.5379188531447259,0.006,0.3558,0.0088,36.1
167.41,145.0,0.5379188531447259,0.006,0.3558,0.0088,31.26
167.41,155.0,0.5379188531447259,0.006,0.3558,0.0088,22.5
167.41,160.0,0.5379188531447259,0.006,0.3558,0.0088,20.9
167.41,165.0,0.5379188531447259,0.006,0.3558,0.0088,18.6
167.41,170.0,0.5379188531447259,0.006,0.3558,0.0088,17.0
167.41,175.0,0.5379188531447259,0.006,0.3558,0.0088,13.1
167.41,180.0,0.5379188531447259,0.006,0.3558,0.0088,11.5
167.41,190.0,0.5379188531447259,0.006,0.3558,0.0088,9.0
167.41,195.0,0.5379188531447259,0.006,0.3558,0.0088,5.5
167.41,200.0,0.5379188531447259,0.006,0.3558,0.0088,5.95
167.41,220.0,0.5379188531447259,0.006,0.3558,0.0088,3.8
167.41,230.0,0.5379188531447259,0.006,0.3558,0.0088,1.54
167.41,240.0,0.5379188531447259,0.006,0.3558,0.0088,1.55
167.41,45.0,0.8828880523233706,0.006,0.3558,0.0088,121.0
167.41,50.0,0.8828880523233706,0.006,0.3558,0.0088,78.95
167.41,60.0,0.8828880523233706,0.006,0.3558,0.0088,81.59
167.41,75.0,0.8828880523233706,0.006,0.3558,0.0088,80.2
167.41,80.0,0.8828880523233706,0.006,0.3558,0.0088,72.2
167.41,85.0,0.8828880523233706,0.006,0.3558,0.0088,84.5
167.41,90.0,0.8828880523233706,0.006,0.3558,0.0088,73.5
167.41,95.0,0.8828880523233706,0.006,0.3558,0.0088,19.2
167.41,100.0,0.8828880523233706,0.006,0.3558,0.0088,65.5
167.41,105.0,0.8828880523233706,0.006,0.3558,0.0088,50.3
167.41,110.0,0.8828880523233706,0.006,0.3558,0.0088,56.7
167.41,115.0,0.8828880523233706,0.006,0.3558,0.0088,51.2
167.41,120.0,0.8828880523233706,0.006,0.3558,0.0088,48.51
167.41,130.0,0.8828880523233706,0.006,0.3558,0.0088,46.6
167.41,135.0,0.8828880523233706,0.006,0.3558,0.0088,36.4
167.41,140.0,0.8828880523233706,0.006,0.3558,0.0088,35.5
167.41,145.0,0.8828880523233706,0.006,0.3558,0.0088,32.1
167.41,150.0,0.8828880523233706,0.006,0.3558,0.0088,24.69
167.41,155.0,0.8828880523233706,0.006,0.3558,0.0088,30.1
167.41,160.0,0.8828880523233706,0.006,0.3558,0.0088,23.2
167.41,165.0,0.8828880523233706,0.006,0.3558,0.0088,20.3
167.41,170.0,0.8828880523233706,0.006,0.3558,0.0088,19.3
167.41,175.0,0.8828880523233706,0.006,0.3558,0.0088,15.6
167.41,180.0,0.8828880523233706,0.006,0.3558,0.0088,15.52
167.41,185.0,0.8828880523233706,0.006,0.3558,0.0088,21.5
167.41,190.0,0.8828880523233706,0.006,0.3558,0.0088,13.2
167.41,195.0,0.8828880523233706,0.006,0.3558,0.0088,12.7
167.41,200.0,0.8828880523233706,0.006,0.3558,0.0088,9.7
167.41,210.0,0.8828880523233706,0.006,0.3558,0.0088,8.7
167.41,220.0,0.8828880523233706,0.006,0.3558,0.0088,7.5
167.41,230.0,0.8828880523233706,0.006,0.3558,0.0088,4.6
167.41,240.0,0.8828880523233706,0.006,0.3558,0.0088,2.75
167.41,250.0,0.8828880523233706,0.006,0.3558,0.0088,1.9
167.41,260.0,0.8828880523233706,0.006,0.3558,0.0088,1.45
167.41,75.0,1.8794657388394556,0.006,0.3558,0.0088,82.68
167.41,95.0,1.8794657388394556,0.006,0.3558,0.0088,77.0
167.41,120.0,1.8794657388394556,0.006,0.3558,0.0088,53.5
167.41,125.0,1.8794657388394556,0.006,0.3558,0.0088,52.3
167.41,135.0,1.8794657388394556,0.006,0.3558,0.0088,51.2
167.41,140.0,1.8794657388394556,0.006,0.3558,0.0088,44.5
167.41,150.0,1.8794657388394556,0.006,0.3558,0.0088,37.8
167.41,155.0,1.8794657388394556,0.006,0.3558,0.0088,35.05
167.41,160.0,1.8794657388394556,0.006,0.3558,0.0088,33.83
167.41,165.0,1.8794657388394556,0.006,0.3558,0.0088,30.5
167.41,170.0,1.8794657388394556,0.006,0.3558,0.0088,25.8
167.41,175.0,1.8794657388394556,0.006,0.3558,0.0088,30.5
167.41,220.0,1.8794657388394556,0.006,0.3558,0.0088,13.23
167.41,230.0,1.8794657388394556,0.006,0.3558,0.0088,11.4
167.41,240.0,1.8794657388394556,0.006,0.3558,0.0088,10.0
167.41,260.0,1.8794657388394556,0.006,0.3558,0.0088,6.79
79.65,45.0,0.0013000988668339798,0.0,0.4468,0.0088,38.2
79.65,50.0,0.0013000988668339798,0.0,0.4468,0.0088,31.0
79.65,55.0,0.0013000988668339798,0.0,0.4468,0.0088,36.4
79.65,60.0,0.0013000988668339798,0.0,0.4468,0.0088,25.2
79.65,63.0,0.0013000988668339798,0.0,0.4468,0.0088,22.5
79.65,64.0,0.0013000988668339798,0.0,0.4468,0.0088,18.64
79.65,65.0,0.0013000988668339798,0.0,0.4468,0.0088,18.35
79.65,66.0,0.0013000988668339798,0.0,0.4468,0.0088,16.65
79.65,68.0,0.0013000988668339798,0.0,0.4468,0.0088,14.75
79.65,70.0,0.0013000988668339798,0.0,0.4468,0.0088,11.1
79.65,71.0,0.0013000988668339798,0.0,0.4468,0.0088,15.05
79.65,72.0,0.0013000988668339798,0.0,0.4468,0.0088,12.75
79.65,73.0,0.0013000988668339798,0.0,0.4468,0.0088,9.72
79.65,74.0,0.0013000988668339798,0.0,0.4468,0.0088,9.95
79.65,75.0,0.0013000988668339798,0.0,0.4468,0.0088,6.06
79.65,76.0,0.0013000988668339798,0.0,0.4468,0.0088,6.35
79.65,77.0,0.0013000988668339798,0.0,0.4468,0.0088,3.8
79.65,78.0,0.0013000988668339798,0.0,0.4468,0.0088,3.5
79.65,79.0,0.0013000988668339798,0.0,0.4468,0.0088,2.69
79.65,80.0,0.0013000988668339798,0.0,0.4468,0.0088,1.92
79.65,81.0,0.0013000988668339798,0.0,0.4468,0.0088,1.4
79.65,82.0,0.0013000988668339798,0.0,0.4468,0.0088,0.87
79.65,82.5,0.0013000988668339798,0.0,0.4468,0.0088,0.68
79.65,83.0,0.0013000988668339798,0.0,0.4468,0.0088,0.55
79.65,83.5,0.0013000988668339798,0.0,0.4468,0.0088,0.44
79.65,84.0,0.0013000988668339798,0.0,0.4468,0.0088,0.33
79.65,84.5,0.0013000988668339798,0.0,0.4468,0.0088,0.26
79.65,85.0,0.0013000988668339798,0.0,0.4468,0.0088,0.22
79.65,85.5,0.0013000988668339798,0.0,0.4468,0.0088,0.18
79.65,86.0,0.0013000988668339798,0.0,0.4468,0.0088,0.16
79.65,86.5,0.0013000988668339798,0.0,0.4468,0.0088,0.12
79.65,87.0,0.0013000988668339798,0.0,0.4468,0.0088,0.11
79.65,87.5,0.0013000988668339798,0.0,0.4468,0.0088,0.09
79.65,88.0,0.0013000988668339798,0.0,0.4468,0.0088,0.09
79.65,88.5,0.0013000988668339798,0.0,0.4468,0.0088,0.08
79.65,89.0,0.0013000988668339798,0.0,0.4468,0.0088,0.07
79.65,89.5,0.0013000988668339798,0.0,0.4468,0.0088,0.07
79.65,90.0,0.0013000988668339798,0.0,0.4468,0.0088,0.06
79.65,90.5,0.0013000988668339798,0.0,0.4468,0.0088,0.06
79.65,91.0,0.0013000988668339798,0.0,0.4468,0.0088,0.05
79.65,91.5,0.0013000988668339798,0.0,0.4468,0.0088,0.06
79.65,92.0,0.0013000988668339798,0.0,0.4468,0.0088,0.03
79.65,92.5,0.0013000988668339798,0.0,0.4468,0.0088,0.04
79.65,93.0,0.0013000988668339798,0.0,0.4468,0.0088,0.03
79.65,93.5,0.0013000988668339798,0.0,0.4468,0.0088,0.03
79.65,94.0,0.0013000988668339798,0.0,0.4468,0.0088,0.03
79.65,94.5,0.0013000988668339798,0.0,0.4468,0.0088,0.03
79.65,95.0,0.0013000988668339798,0.0,0.4468,0.0088,0.03
79.65,95.5,0.0013000988668339798,0.0,0.4468,0.0088,0.02
79.65,96.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,96.5,0.0013000988668339798,0.0,0.4468,0.0088,0.02
79.65,97.0,0.0013000988668339798,0.0,0.4468,0.0088,0.02
79.65,97.5,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,98.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,98.5,0.0013000988668339798,0.0,0.4468,0.0088,0.03
79.65,99.0,0.0013000988668339798,0.0,0.4468,0.0088,0.02
79.65,99.5,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,100.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,101.0,0.0013000988668339798,0.0,0.4468,0.0088,0.02
79.65,102.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,103.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,104.0,0.0013000988668339798,0.0,0.4468,0.0088,0.04
79.65,105.0,0.0013000988668339798,0.0,0.4468,0.0088,0.02
79.65,106.0,0.0013000988668339798,0.0,0.4468,0.0088,0.02
79.65,107.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,110.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,111.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,113.0,0.0013000988668339798,0.0,0.4468,0.0088,0.03
79.65,115.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,120.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,125.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,130.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,135.0,0.0013000988668339798,0.0,0.4468,0.0088,0.01
79.65,50.0,0.02046505437675869,0.0,0.4468,0.0088,42.55
79.65,55.0,0.02046505437675869,0.0,0.4468,0.0088,28.25
79.65,60.0,0.02046505437675869,0.0,0.4468,0.0088,25.55
79.65,65.0,0.02046505437675869,0.0,0.4468,0.0088,19.55
79.65,70.0,0.02046505437675869,0.0,0.4468,0.0088,11.4
79.65,75.0,0.02046505437675869,0.0,0.4468,0.0088,7.05
79.65,79.0,0.02046505437675869,0.0,0.4468,0.0088,3.6
79.65,80.0,0.02046505437675869,0.0,0.4468,0.0088,2.93
79.65,81.0,0.02046505437675869,0.0,0.4468,0.0088,2.4
79.65,81.5,0.02046505437675869,0.0,0.4468,0.0088,2.28
79.65,82.5,0.02046505437675869,0.0,0.4468,0.0088,1.76
79.65,83.0,0.02046505437675869,0.0,0.4468,0.0088,1.52
79.65,83.5,0.02046505437675869,0.0,0.4468,0.0088,1.43
79.65,84.0,0.02046505437675869,0.0,0.4468,0.0088,1.23
79.65,84.5,0.02046505437675869,0.0,0.4468,0.0088,1.11
79.65,85.0,0.02046505437675869,0.0,0.4468,0.0088,0.96
79.65,85.5,0.02046505437675869,0.0,0.4468,0.0088,0.88
79.65,86.0,0.02046505437675869,0.0,0.4468,0.0088,0.78
79.65,86.5,0.02046505437675869,0.0,0.4468,0.0088,0.81
79.65,87.0,0.02046505437675869,0.0,0.4468,0.0088,0.6
79.65,87.5,0.02046505437675869,0.0,0.4468,0.0088,0.53
79.65,88.0,0.02046505437675869,0.0,0.4468,0.0088,0.48
79.65,88.5,0.02046505437675869,0.0,0.4468,0.0088,0.4
79.65,89.0,0.02046505437675869,0.0,0.4468,0.0088,0.37
79.65,89.5,0.02046505437675869,0.0,0.4468,0.0088,0.35
79.65,90.0,0.02046505437675869,0.0,0.4468,0.0088,0.3
79.65,90.5,0.02046505437675869,0.0,0.4468,0.0088,0.3
79.65,91.0,0.02046505437675869,0.0,0.4468,0.0088,0.25
79.65,91.5,0.02046505437675869,0.0,0.4468,0.0088,0.23
79.65,92.0,0.02046505437675869,0.0,0.4468,0.0088,0.21
79.65,92.5,0.02046505437675869,0.0,0.4468,0.0088,0.19
79.65,93.0,0.02046505437675869,0.0,0.4468,0.0088,0.17
79.65,93.5,0.02046505437675869,0.0,0.4468,0.0088,0.17
79.65,94.0,0.02046505437675869,0.0,0.4468,0.0088,0.14
79.65,94.5,0.02046505437675869,0.0,0.4468,0.0088,0.12
79.65,95.0,0.02046505437675869,0.0,0.4468,0.0088,0.13
79.65,95.5,0.02046505437675869,0.0,0.4468,0.0088,0.12
79.65,96.0,0.02046505437675869,0.0,0.4468,0.0088,0.11
79.65,96.5,0.02046505437675869,0.0,0.4468,0.0088,0.1
79.65,97.0,0.02046505437675869,0.0,0.4468,0.0088,0.1
79.65,97.5,0.02046505437675869,0.0,0.4468,0.0088,0.09
79.65,98.0,0.02046505437675869,0.0,0.4468,0.0088,0.08
79.65,98.5,0.02046505437675869,0.0,0.4468,0.0088,0.08
79.65,99.0,0.02046505437675869,0.0,0.4468,0.0088,0.08
79.65,99.5,0.02046505437675869,0.0,0.4468,0.0088,0.09
79.65,100.0,0.02046505437675869,0.0,0.4468,0.0088,0.08
79.65,101.0,0.02046505437675869,0.0,0.4468,0.0088,0.04
79.65,102.0,0.02046505437675869,0.0,0.4468,0.0088,0.05
79.65,103.0,0.02046505437675869,0.0,0.4468,0.0088,0.04
79.65,104.0,0.02046505437675869,0.0,0.4468,0.0088,0.03
79.65,105.0,0.02046505437675869,0.0,0.4468,0.0088,0.05
79.65,110.0,0.02046505437675869,0.0,0.4468,0.0088,0.03
79.65,115.0,0.02046505437675869,0.0,0.4468,0.0088,0.03
79.65,120.0,0.02046505437675869,0.0,0.4468,0.0088,0.03
79.65,125.0,0.02046505437675869,0.0,0.4468,0.0088,0.02
79.65,130.0,0.02046505437675869,0.0,0.4468,0.0088,0.02
79.65,135.0,0.02046505437675869,0.0,0.4468,0.0088,0.01
79.65,15.0,0.0396300098866834,0.0,0.4468,0.0088,68.6
79.65,18.0,0.0396300098866834,0.0,0.4468,0.0088,67.87
79.65,20.0,0.0396300098866834,0.0,0.4468,0.0088,63.6
79.65,23.0,0.0396300098866834,0.0,0.4468,0.0088,59.47
79.65,25.0,0.0396300098866834,0.0,0.4468,0.0088,59.72
79.65,30.0,0.0396300098866834,0.0,0.4468,0.0088,52.05
79.65,35.0,0.0396300098866834,0.0,0.4468,0.0088,46.27
79.65,38.0,0.0396300098866834,0.0,0.4468,0.0088,49.16
79.65,40.0,0.0396300098866834,0.0,0.4468,0.0088,44.1
79.65,43.0,0.0396300098866834,0.0,0.4468,0.0088,46.9
79.65,45.0,0.0396300098866834,0.0,0.4468,0.0088,40.5
79.65,47.0,0.0396300098866834,0.0,0.4468,0.0088,36.4
79.65,50.0,0.0396300098866834,0.0,0.4468,0.0088,31.95
79.65,52.5,0.0396300098866834,0.0,0.4468,0.0088,31.63
79.65,55.0,0.0396300098866834,0.0,0.4468,0.0088,27.15
79.65,57.5,0.0396300098866834,0.0,0.4468,0.0088,29.29
79.65,60.0,0.0396300098866834,0.0,0.4468,0.0088,22.25
79.65,62.5,0.0396300098866834,0.0,0.4468,0.0088,19.15
79.65,65.0,0.0396300098866834,0.0,0.4468,0.0088,16.3
79.65,67.5,0.0396300098866834,0.0,0.4468,0.0088,14.3
79.65,70.0,0.0396300098866834,0.0,0.4468,0.0088,11.5
79.65,72.5,0.0396300098866834,0.0,0.4468,0.0088,9.39
79.65,75.0,0.0396300098866834,0.0,0.4468,0.0088,7.05
79.65,77.5,0.0396300098866834,0.0,0.4468,0.0088,5.32
79.65,80.0,0.0396300098866834,0.0,0.4468,0.0088,3.63
79.65,81.0,0.0396300098866834,0.0,0.4468,0.0088,3.06
79.65,82.0,0.0396300098866834,0.0,0.4468,0.0088,2.65
79.65,82.5,0.0396300098866834,0.0,0.4468,0.0088,2.48
79.65,83.0,0.0396300098866834,0.0,0.4468,0.0088,2.25
79.65,84.0,0.0396300098866834,0.0,0.4468,0.0088,1.9
79.65,84.5,0.0396300098866834,0.0,0.4468,0.0088,1.99
79.65,85.0,0.0396300098866834,0.0,0.4468,0.0088,1.6
79.65,85.5,0.0396300098866834,0.0,0.4468,0.0088,1.48
79.65,86.0,0.0396300098866834,0.0,0.4468,0.0088,1.34
